id,name,address,phone,description,lat,lng,locales
d090,Δ.ΑΣΗΜΑΚΟΠΟΥΛΟΣ - Σ.ΧΑΤΖΗΘΕΟΔΩΡΟΥ & ΣΙΑ ΟΕ,"ΗΦΑΙΣΤΟΥ 11, 10555",2103243468,ΕΜΠΟΡΙΑ ΔΩΡΩΝ,,,el|en
d091,ΔΙΟΝΥΣΑΤΟΥ ΕΡΜΙΟΝΗ ΜΟΝ.ΙΚΕ,"ΑΓΙΟΥ ΑΝΔΡΕΟΥ 100, 26222",2610343424,ΕΙΔΗ ΚΑΠΝΙΣΤΟΥ,,,el|en
d092,TWENTY 4 SHOPEN Α.Ε.,"Ηρώδου Αττικού 14, 15124",2107707415,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d093,ΜΑΝΤΑΣ ΗΛΙΑΣ ΕΛΕΥΘΕΡΙΟΣ JUST THE SMOKY,"25ης ΜΑΡΤΙΟΥ 131 , 13232",2105050558,ΕΜΠΟΡΙΑ ΚΑΠΝΟΥ,,,el|en
d094,ALL DAY STORES ΛΥΚΟΒΡΥΣΗΣ Ε Ε,"ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ 1, 14123",2102824528,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d095,"""YOLO"" ID ΑΞΕΣΟΥΑΡ & ΣΙΑ Ε.Ε","ΡΟΔΟΥ 155-157, 10443",2105135020,ΕΙΔΗ ΚΙΝΗΤΗΣ-ΑΞΕΣΟΥΑΡ-ΔΩΡΑ,,,el|en
d096,P S COFFEE  IKE||PS COFFEE,"ΛΕΩΦ. ΚΑΡΑΜΑΝΛΗ 122, 13672",2102409480,ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ,,,el|en
d097,EC STEVIA AE,"ΚΟΡΥΤΣΑΣ 2-4, 17778",2103300330,ΠΑΡΑΓΩΓΗ-ΕΠΕΞΕΡΓΑΣΙΑ-ΔΙΑΘΕΣΗ ΓΛΥΚΑΝΤΙΚΩΝ ΟΥΣΙΩΝ,,,el|en
d098,SMART ΑΞΕΣΟΥΑΡ ΠΕΙΡΑΙΑΣ Κ ΣΙΑ Ε.Ε,"ΤΣΑΜΑΔΟΥ 28Β ΚΑΙ ΦΙΛΩΝΟΣ 37, 18531",2104176784,ΕΙΔΗ ΚΙΝΗΤΗΣ-ΑΞΕΣΟΥΑΡ-ΔΩΡΑ,,,el|en
d099,BE SMART ΚΑΙ ΣΙΑ Ε.Ε,"ΛΕΩΦΟΡΟΣ ΗΡΑΚΛΕΙΟΥ 248   , 14231",2109572847,ΕΜΠΟΡΙΟ ΕΙΔΩΝ ΚΙΝΗΤΗΣ ΤΗΛΕΦΩΝΙΑΣ,,,el|en
d100,COVA MΟΝ. ΙΚΕ,"28ης ΟΚΤΩΒΡΙΟΥ 124, 19100",2296152002,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d101,ΤΡΙΑΘΛΟΝ & ΣΙΑ Ε.Ε,"ΗΦΑΙΣΤΟΥ 16  , 10555",2103210066,ΕΙΔΗ ΔΩΡΩΝ,,,el|en
d102,"""BE SMART""SMART ΑΞΕΣΟΥΑΡ ΚΙΝΗΤΗΣ ΤΗΛΕΦΩΝΙΑΣ &ΣΙΑ Ε.Ε","ΝΕΣΤΟΡΟΣ 120   , 13122",2102636920,ΕΙΔΗ ΚΙΝΗΤΗΣ-ΑΞΕΣΟΥΑΡ-ΔΩΡΑ,,,el|en
d103,SMART ΑΞΕΣΟΥΑΡ ΕΛΛΗΝΙΚΟ ΚΑΙ ΣΙΑ Ε Ε,"ΙΑΣΩΝΙΔΟΥ 35Α    , 16777",2109649095,ΕΙΔΗ ΚΙΝΗΤΗΣ-ΑΞΕΣΟΥΑΡ-ΔΩΡΑ,,,el|en
d104,ΥΙΟΙ ΣΤΕΡΓΙΟΥ ΤΕΓΟΥΣΗ Ο.Ε,"ΕΜΜ ΠΑΠΠΑ 30   , 59100",2331029106,ΚΑΡΤΕΣ ΚΙΝΗΤΗΣ- ΖΑΧΑΡΩΔΗ,,,el|en
d105,"ΔΑΦΝΗ ΑΞΕΣΟΥΑΡ ΚΑΙ ΣΙΑ Ε.Ε ""YOLO""","ΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΛΑΙΟΛΟΓΟΥ 14 , 17121",2109317781,ΕΙΔΗ ΚΙΝΗΤΗΣ-ΑΞΕΣΟΥΑΡ-ΔΩΡΑ,,,el|en
d106,MINIMALL STORES ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε,"ΑΝΘΕΩΝ 34, 57019",2392026442,ΕΜΠΟΡΙΟ ΚΑΛΛΥΝΤΙΚΩΝ- ΕΙΔΗ ΔΩΡΟΥ,,,el|en
d107,ΦΡΑΤΖΕΣΚΑΚΗΣ ΓΙΑΝΝΗΣ,"ΠΑΝΔΡΟΣΟΥ 91 , 10555",2103228965,ΔΕΡΜΑΤΙΝΑ ΕΙΔΗ,,,el|en
d108,ΖΕΛΜΑ ΕΠΕ,"ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 0, 21300",6981137802,ΚΑΒΑ ΠΟΤΩΝ,,,el|en
d109,"ΔΙΑΚΟΥΜΟΠΟΥΛΟΣ Γ.ΝΙΚΟΛΑΟΣ ""SATIVA HOUSE""","ΕΥΤΥΧΙΔΟΥ 16  , 11635",2160709965,ΕΜΠΟΡΙΟ ΠΑΡΑΦΑΡΜΑΚΕΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΠΡΟΙΟΝΤΩΝ ΒΙΟΜΗΧΑΝΙΚΗΣ ΚΑΝΝΑΒΗΣ,,,el|en
d110,ΜΟΛΥΒΙΑΤΗΣ Ε.- ΓΚΟΥΛΕΛΗΣ Ε. ΟΕ,"ΑΛΥΦΑΝΤΑ-ΠΑΓΑΝΗ 0, 81100",2251022207,ΓΕΝΙΚΟ ΕΜΠΟΡΙΟ,,,el|en
d111,ΜΠΟΥΤΗΣ ΘΩΜΑΣ ΜΠΟΥΤΗΣ ΝΙΚΟΛΑΟΣ ΟΕ,"ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ 47 , 18344",2109403977,ΠΕΡΙΠΤΕΡΟ,,,el|en
d112,ΜΑΡΑΓΚΟΥΔΑΚΗΣ ΑΝΤΩΝΙΟΣ ΜΙΧΑΗΛ,"ΔΑΣΚΑΛΟΓΙΑΝΝΗ 45   , 73100",6984555513,ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ ΤΡΟΦΙΜΩΝ-ΠΟΤΩΝ & ΚΑΠΝΟΥ,,,el|en
d113,ΜΠΑΡΑΤΣΑΣ Α.Ε.,"8ΗΣ ΜΕΡΑΡΧΙΑΣ 2  , 45445",6977400011,ΕΜΠΟΡΙΟ ΚΑΥΣΙΜΩΝ & ΠΑΡΟΧΕΣ ΕΣΤΙΑΣΗΣ,,,el|en
d114,WILD THINK SHOP Ο.Ε.,"ΙΔΟΜΕΝΕΩΣ 38  , 71202",2810241463,ΕΜΠΟΡΙΟ ΕΝΔΥΜΑΤΩΝ & ΑΞΕΣΟΥΑΡ,,,el|en
d115,LA TRADE COMPANY Ι.Κ.Ε,"ΒΙ.ΠΕ.ΙΩΑΝΝΙΝΩΝ 0, 45000",2651057910,ΟΝΔΡΙΚΟ ΕΜΠΟΡΙΟ ΠΑΙΧΝΙΔΙΩΝ ΚΑΘΕ ΕΙΔΟΥΣ,,,el|en
d116,ΣΚΑΠΕΡΔΑΣ ΙΚΕ,"ΠΕΥΚΩΝ 22, 14122",2102820140,ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ,,,el|en
d117,E FOG ΕΕ,"ΠΕΝΤΕΛΗΣ 59 , 15126",2106142494,ΑΤΜΙΣΤΙΚΑ ΠΡΟΙΟΝΤΑ,,,el|en
d118,ΧΡΥΣΟΣΤΟΜΟΥ ΓΕΩΡΓΙΟΣ ΙΩΑΝΝΗΣ,"ΠΛ ΠΛΑΣΤΗΡΑ 1  , 14671",2108000436,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d119,ΧΑΡΑΛΑΜΠΟΥΣ ΧΡΥΣΑΝΘΗ,"ΗΠΕΙΡΟΥ 111  , 18863",2104416409,ΨΙΛΙΚΑ,,,el|en
d120,ΑΤΣΑΛΗΣ ΚΩΝ. ΜΙΧΑΗΛ,"ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ 106, 10435",2105249852,ΒΙΟΛΟΓΙΚΑ ΠΡΟΙΟΝΤΑ,,,el|en
d121,KALAM MD ABUL ABDUL,"ΑΧΑΡΝΩΝ 101, 10440",6947099534,ΠΑΝΤΟΠΩΛΕΙΟ,,,el|en
d122,SHAHBAZ MOHAMMAD MOHAMMAD,"ΑΧΑΡΝΩΝ 284, 11253",6949869143,ΠΑΝΤΟΠΩΛΕΙΟ,,,el|en
d123,ABDULLAH SHAH ATAUR RAHMAN,"ΠΕΙΡΑΙΩΣ 68, 10436",2114145799,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d124,ΠΑΝΑΓΟΥΛΙΑ ΒΕΝΕΤΙΑ ΘΕΩΝΗ ΣΤΑΥΡΟΣ,"ΝΕΡΑΤΖΙΩΤΙΣΣΗΣ 1   , 15124",2106127236,ΠΕΡΙΠΤΕΡΟ,,,el|en
d125,ΖΩΗΣ ΝΙΚΟΛΑΟΣ ΕΡΝΕΣΤΟ ΧΑΡΑΛΑΜΠΟΣ,"Λ. ΓΕΡΑΚΑ 91, 15344",2103510170,ΕΜΠΟΡΙΟ,,,el|en
d126,Κ.ΚΑΡΑΓΙΑΝΝΗΣ Ε.Ε.,"ΙΩΑΝΝΟΥ ΦΩΚΑ 41 , 11142",2102928868,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d127,JAFARI J. HOUSEIN,"ΦΩΚΙΩΝΟΣ ΝΕΓΡΗ 64, 11361",2107560466,ΑΝΑΨΥΚΤΗΡΙΟ,,,el|en
d128,SALA M. & ΣΙΑ Ε.Ε,"ΑΓΙΟΥ ΜΕΛΕΤΙΟΥ 1, 11361",2108253798,ΕΙΔΗ ΠΕΡΙΠΤΕΡΟΥ-ΨΙΛΙΚΑ,,,el|en
d129,ΝΙΚΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ ΙΩΑΝΝΗΣ,"ΤΡΙΠΟΛΕΩΣ 58 , 16777",2109639111,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d130,ΚΟΤΣΙΦΗ ΙΩΑΝ.ΠΟΛΥΞΕΝΗ,"ΜΠΟΤΣΑΡΗ ΜΑΡΚΟΥ 26 , 12241",2105901943,ΕΜΠΟΡΙΟ ΗΛ/ΕΙΔΩΝ-ΕΙΔΗ ΔΩΡΩΝ,,,el|en
d131,ΣΚΟΥΦΗ Κ. ΣΟΦΙΑ,"ΟΛΥΜΠΙΑΣ 47, 15343",2110159583,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d132,ΚΩΝΣΤΑΝΤΙΝΟΣ ΣΟΦΙΑ ΜΑΝΟΥ Ι.Κ.Ε,"ΑΔΡΙΑΝΕΙΟΥ ΚΑΙ ΟΙΚΟΝΟΜΟΥ 12 , 11525",6939139240,ΠΕΡΙΠΤΕΡΟ,,,el|en
d133,ΣΤΑΜΑΤΗΣ ΠΑΝΑΓΙΩΤΗΣ ΠΑΡΑΣΚΕΥΑΣ,"ΠΑΝΑΓΟΥΛΗ   ΚΑΙ   ΠΑΠΑΓΟΥ 0, 16344",2109739625,ΠΕΡΙΠΤΕΡΟ,,,el|en
d134,ΝΕΟΦΩΤΗΣ-ΧΡ.ΦΩΣΤΗΡΑΣ,"ΕΒΡΟΥ 25  , 18756",2104611014,ΕΙΔΗ ΔΩΡΩΝ,,,el|en
d135,ΝΙΚΟΛΑΙΔΗ ΧΡΙΣΤΙΝΑ,"28ΗΣ ΟΚΤΩΒΡΙΟΥ 133 , 11251",2108612598,ΓΥΝΑΙΚΕΙΑ ΑΞΕΣΟΥΑΡ & ΕΙΔΗ ΔΩΡΩΝ,,,el|en
d136,SOUTH OF CRETE RETHYMNO CANNAVIS,"ΛΕΥΚΟΓΕΙΑ 0, 74060",6984276117,ΚΑΛΛΙΕΡΓΕΙΑ & ΕΜΠΟΡΙΟ ΚΑΝΝΑΒΗΣ,,,el|en
d137,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΗΣ,"ΕΘΝ ΑΝΤΙΣΤΑΣΕΩΣ 79 , 74100",6946031734,ΕΙΔΗ ΚΑΠΝΙΣΤΟΥ,,,el|en
d138,ΠΑΠΑΖΟΓΛΟΥ ΟΔ.ΓΕΩΡΓΙΟΣ,"ΒΥΖΑΝΤΙΟΥ 30 , 14234",2102759863,ΜΙΝΙ ΜΑΡΚΕΤ - ΨΙΛΙΚΑ,,,el|en
d139,ΚΑΡΙΚΑΣ ΙΩΑΝΝΗΣ ΝΙΚΟΛΑΟΣ,"17ΗΣ ΝΟΕΜΒΡΙΟΥ 19, 15127",2108102354,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d140,Κ  ΔΕΛΗΓΙΑΝΝΗΣ ΚΑΙ Σ  ΔΕΛΗΓΙΑΝΝΗΣ Ο Ε,"ΒΑΣΙΛΕΩΣ ΟΘΩΝΟΣ 29, 14561",2108082464,ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ ΕΙΔΩΝ ΠΑΝΤΟΠΩΛΕΙΟΥ,,,el|en
d141,ΙΑΤΡΟΥ ΕΥΑΓΓΕΛΟΣ ΙΩΑΝΝΗΣ,"Λ ΔΗΜΟΚΡΑΤΙΑΣ 17, 18863",6976434507,ΠΕΡΙΠΤΕΡΟ,,,el|en
d142,AJEM MOHAMED SOBHI MOHAMED,"3ΗΣ ΣΕΠΤΕΜΒΡΙΟΥ 169, 11251",6939312739,ΠΑΝΤΟΠΩΛΕΙΟ,,,el|en
d143,ΒΛΑΧΟΓΙΑΝΝΗ ΜΗΤΣΗΣ ΚΑΙ ΣΙΑ Ε Ε,"ΚΑΡΑΙΣΚΑΚΗ 10 , 45444",6936336336,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d144,ΓΕΩΡΓΙΟΣ Β ΠΕΤΡΑΣ,"Γ ΖΕΡΒΟΥ 26 , 66100",2521025007,ΕΙΔΗ ΚΑΠΝΙΣΤΟΥ,,,el|en
d145,ΔΗΜΟΣΘΕΝΗΣ ΔΕΡΜΕΝΤΖΟΓΛΟΥ,"ΑΡΜΕΝ 24 , 66100",2521028170,ΕΜΠΟΡΙΟ,,,el|en
d146,PANORA ΜΟΝΟΠΡΟΣΩΠΗ ΙΚΕ,"ΑΒΕΡΩΦ 7, 64200",2591022401,ΔΙΑΔΙΚΤΥΑΚΕΣ ΠΩΛΗΣΕΙΣ-ΠΑΡΟΧΗ ΥΠΕΡΕΣΙΩΝ ΕΠΙΚΟΙΝΩΝΙΑΣ,,,el|en
d147,ΑΝΤΩΝΙΑΔΟΥ ΑΘΗΝΑ ΧΑΡΑΛΑΜΠΟΣ,"ΕΝΑΝΤΙ ΙΧΘΥΟΓΕΝΝΗΤΙΚΟΥ ΣΤΑΘΜΟΥ ΑΡΚΑΔΙΚΟΥ  ΔΡΑΜΑΣ 0 , 66100",6932657169,ΕΙΔΗ ΚΑΠΝΙΣΤΟΥ,,,el|en
d148,ΡΟΥΤΣΗΣ ΑΝΔΡΕΑΣ &ΣΙΑ Ο.Ε,"ΗΦΑΙΣΤΟΥ 11 , 10555",2103214957,ΤΟΥΡΙΣΤΙΚΑ ΕΙΔΗ,,,el|en
d149,KAPNOMANIA ΜΟΝ Ι.Κ.Ε,"ΠΕΤΡΟΥ ΡΑΛΛΗ 525 , 18450",2104250329,ΕΜΠΟΡΙΟ ΠΡΟΙΟΝΤΩΝ ΚΑΠΝΟΥ,,,el|en
d150,ΚΥΡΜΑΝΙΔΗΣ ΒΑΣ. ΓΕΩΡΓΙΟΣ,"15 ΠΕΟ ΘΕΣΣΑΛΟΝΙΚΗΣ ΒΕΡΟΙΑΣ ΑΓΡΟΤΕΜΑΧΙΟ 1333, 57003",2310702216,ΕΜΠΟΡΙΟ ΠΟΤΩΝ,,,el|en
d151,ΜΕΤΑΛΛΗΝΟΥ ΝΕΛΗ  ΕΛΕΝΗ,"ΝΙΚΗΦΟΡΟΥ ΘΕΟΤΟΚΗ 7 , 49100",2661025559,ΨΙΛΙΚΑ,,,el|en
d152,ΣΤΑΥΡΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ,"ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ 28 , 18542",2102014554,ΟΠΩΡΟΠΑΝΤΟΠΩΛΕΙΟ-ΜΕΖΕΔΟΠΩΛΕΙΟ-ΨΙΛΙΚΑ-ΑΡΤΟΣ,,,el|en
d153,ΨΥΧΙΑΣ ΣΠΥΡΙΔΩΝ,"ΣΤΥΓΝΗΣ 15, 11363",6976053110,ΠΕΡΙΠΤΕΡΟ,,,el|en
d154,ΒΑΣΙΛΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ & ΣΙΑ Ο.Ε,"ΧΡΥΣ ΣΜΥΡΝΗΣ 45, 11144",2118000816,ΕΜΠΟΡΙΟ,,,el|en
d155,ΖΙΩΓΚΑΣ ΧΑΡ. ΑΛΚΗΣ,"ΑΤΤΙΚΗΣ 59  , 19400",6988989119,ΧΑΡΤΙΚΑ ΑΠΟΡΥΠΑΝΤΙΚΑ,,,el|en
d156,ΤΣΑΛΑΛΙΔΗΣ ΑΛΕΞΙΟΣ ΔΗΜΗΤΡΙΟΣ,"ΤΡΑΠΕΖΟΥΝΤΟΣ 8 , 18452",2114155865,ΨΙΛΙΚΑ,,,el|en
d157,ΠΟΛΥΧΡΟΥΣ ΧΡΗΣΤΟΣ ( SMOKER'S CHOICE),"ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 1  , 17343",2130996577,ΕΜΠΟΡΙΟ ΕΙΔΩΝ ΚΑΠΝΟΥ,,,el|en
d158,ΚΛΩΝΗΣ ΝΙΚΟΛΑΟΣ ΔΗΜΗΤΡΙΟΣ,"ΕΓΝΑΤΙΑ 134 , 54622",2310242726,ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ ΒΙΟΛΟΓΙΚΩΝ ΠΡΟΙΟΝΤΩΝ,,,el|en
d159,ΟΙΚΟΝΟΜΟΥ ΦΩΤΙΟΣ ΓΕΩΡΓΙΟΣ,"ΓΕΡΑΚΑ 51, 15344",2106046311,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d160,ΑΔΕΛΦΟΙ ΡΟΥΜΠΟ ΚΑΙ ΣΙΑ ΕΕ,"ΜΕΤΑΜΟΡΦΩΣΕΩΣ 51 , 15234",2130242410,ΜΙΝΙ ΜΑΡΚΕΤ,,,el|en
d161,ΜΑΛΙΝΑΚΗΣ ΕΠΑΜΕΙΝΩΝΔΑΣ ΓΕΩΡΓΙΟΣ,"ΜΥΛΩΝΟΓΙΑΝΝΗ ΜΥΛΩΝΟΓΙΑΝΝΗ 64, 73135",2821002263,ΧΟΝΔΡΙΚΗ -ΛΙΑΝΙΚΗ ΠΩΛΗΣΗ ΒΙΟΛΟΓΙΚΩΝ ΠΡΟΪΟΝΤΩΝ,,,el|en
d162,ΚΟΣΜΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ & ΣΙΑ Ο.Ε,"7 ΧΛΜ ΘΕΣΣΑΛΟΝΙΚΗΣ ΩΡΑΙΟΚΑΣΤΡΟΥ 0  , 57013",2310688577,ΕΜΠΟΡΙΟ,,,el|en
d163,ΕΣΤΙΑΤΟΡΙΑ ΖΑΧΑΡΟΠΛΑΣΤΕΙΑ ΕΜΠΟΡΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ ΜΕΓΑΡΩΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,"40 5ΧΛΜ ΕΘΝ  ΟΔΟΥ ΚΟΡΙΝΘΟΥ   ΑΘΗΝΩΝ 0 , 19100",2296022805,ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ Κ  ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,,,el|en
d164,ΚΩΝΣΤΑΝΤΙΝΑ ΤΣΟΥΚΝΙΔΑ,"Λ  ΕΙΡΗΝΗΣ 85  , 48100",2682028151,ΕΙΔΗ ΚΑΠΝΙΣΤΟΥ,,,el|en
d165,JUMBO Α.Ε.Ε,"ΚΥΠΡΟΥ 9 ΚΑΙ ΥΔΡΑΣ 0 , 18346",2104805236,ΕΜΠΟΡΙΟ,,,el|en
d166,ΔΑΦΝΗ ΑΞΕΣΟΥΑΡ ΣΙΑ Ε.Ε.,"ΚΩΝΣΤΑΝΤΙΝΟΥ ΠΑΛΑΙΟΛΟΓΟΥ 14   , 17121",2109317781,ΕΙΔΗ ΚΙΝΗΤΗΣ-ΑΞΕΣΟΥΑΡ-ΔΩΡΑ,,,el|en
d167,ΡΟΥΤΣΗΣ Φ.ΑΝΔΡΕΑΣ,"ΗΦΑΙΣΤΟΥ ΚΑΙ ΝΙΣΣΟΥ 2 , 10555",2130340466,ΤΟΥΡΙΣΤΙΚΑ ΠΑΡΑΔΟΣΙΑΚΑ ΠΡΟΙΟΝΤΑ,,,el|en
d168,VNM Μ.ΙΚΕ,"ΣΤΑΔΙΟΥ 48, 10564",6944533521,ΛΙΑΝΙΚΟ ΕΜΠΟΡΙΟ ΚΑΛΛΥΝΤΙΚΩΝ ΚΑΙ ΕΙΔΩΝ ΚΑΛΛΩΠΙΣΜΟΥ,,,el|en
d169,ΔΗΜ . ΚΩΝ ΡΕΝΤΖΗ,"ΙΠΠΟΚΡΑΤΟΥΣ 13 , 10678",2103637122,ΕΙΔΗ ΚΑΠΝΙΣΤΟΥ,,,el|en
d170,ΜΠΟΦΙΛΙΟΥ Γ ΚΑΙ ΣΙΑ Ε Ε,"ΧΩΡΑ ΣΕΡΙΦΟΥ 0 , 84005",2281051208,ΕΜΠΟΡΙΟ,,,el|en
d171,ΕΞΑΔΑΚΤΥΛΟΣ ΓΕΩΡΓΙΟΣ,"ΧΩΡΑ ΑΝΔΡΟΣ 0 , 84500",2282022036,ΨΙΛΙΚΑ,,,el|en
d172,ΜΠΟΥΛΜΠΟΥΛΗΣ ΠΑΝΑΓΙΩΤΗΣ,"ΚΙΟΥΤΑΧΕΙΑΣ 9, 81100",2251043232,ΓΕΝΙΚΟ ΕΜΠΟΡΙΟ,,,el|en
d173,TT COFFEE Ε.Ε,"Λ ΔΗΜΟΚΡΑΤΙΑΣ 289 , 18863",2160024640,ΜΙΝΙ ΜΑΡΚΕΤ -  ΚΑΦΕ,,,el|en
d174,ΒΟΛΤΖΗΣ ΣΑΒΒΑΣ ΓΕΩΡΓΙΟΣ,"ΠΕΡΓΑΜΟΥ 40 , 50200",2463082042,ΠΑΝΤΟΠΩΛΕΙΟ,,,el|en
d175,ΜΠΟΥΣΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,"ΜΑΡΜΑΡΟ ΚΑΡΔΑΜΥΛΩΝ 0 , 82300",2272022576,ΠΑΝΤΟΠΩΛΕΙΟ,,,el|en
